Employee_ID,Age,Gender,Department,Remote_Work,Daily_Work_Hours,Screen_Time_Hours,Sleep_Quality,Physical_Activity_Level,Burnout_Score,Stress_Level,Coffee_Intake_per_Day,Meeting_Hours_per_Day,Internet_Speed_MBPS,Device_Type,Noise_Level,Mood,Commute_Hours_PreRemote,Work_Engagement_Score,Weekly_Mental_Breaks
E003,42,male,hr,nan,12.0,nan,Good,Low,8.79,High,3.0,2.0,,Desktop,Low,nan,2.0,4.72,
E005,22,Female,Admin,nan,4.0,8,nan,Low,3.6,High,3.0,3.0,50.0,Mobile,nan,Stressed,4.0,4.46,5.0
E003,36,Male,it,nan,6.0,6 hrs,Good,nan,6.42,Low,3.0,6.0,10.0,Mobile,nan,Stressed,0.0,4.41,
E003,24,Female,nan,no,6.0,10.5 hrs,Poor,Low,3.22,Medium,3.0,5.0,20.0,Laptop,Medium,nan,2.0,6.67,3.0
E006,27,male,hr,nan,8.0,7,Fair,Medium,4.81,High,0.0,,20.0,Laptop,nan,Happy,,6.24,2.0
E003,35,FEMALE,IT,No,,nan,Good,High,3.36,nan,,6.0,,Laptop,High,Stressed,3.0,3.28,4.0
E001,54,F,it,no,8.0,nan,Good,Medium,2.66,nan,1.0,1.0,10.0,Mobile,Medium,Stressed,0.0,3.4,2.0
E001,29,M,Admin,no,12.0,nan,Poor,Medium,6.77,Low,0.0,,100.0,Desktop,Medium,Stressed,2.0,3.4,0.0
E001,47,Male,it,nan,4.0,nan,nan,Medium,5.57,nan,3.0,6.0,100.0,nan,High,Tired,4.0,9.62,5.0
E001,36,M,it,nan,8.0,6 hrs,Good,Low,5.89,High,3.0,,100.0,Laptop,Medium,Tired,5.0,8.99,1.0
E002,35,nan,HR,no,,10.5 hrs,Good,High,6.27,Medium,4.0,6.0,150.0,nan,High,Stressed,5.0,4.3,1.0
E004,41,M,nan,yes,6.0,8,nan,High,5.39,High,3.0,,150.0,Desktop,Low,Calm,3.0,2.05,2.0
E004,40,M,Admin,yes,4.0,7,nan,nan,2.92,Low,1.0,3.0,,Mobile,Low,Stressed,4.0,6.26,0.0
E003,54,M,nan,nan,8.0,nan,Good,Medium,5.42,nan,3.0,6.0,10.0,Laptop,Low,Happy,0.0,6.09,2.0
E005,45,male,hr,yes,4.0,nan,nan,Low,4.56,High,3.0,4.0,,Mobile,High,Calm,,6.63,1.0
E001,31,M,nan,No,12.0,10.5 hrs,Poor,Medium,4.62,High,0.0,,50.0,Desktop,nan,Happy,0.0,7.48,2.0
E004,37,F,Sales,No,6.0,10.5 hrs,Poor,Medium,3.11,nan,1.0,4.0,10.0,Laptop,nan,nan,0.0,6.9,4.0
E004,36,M,IT,No,,6 hrs,Fair,High,1.99,Medium,2.0,,50.0,Desktop,Medium,nan,2.0,3.77,0.0
E001,39,male,hr,no,4.0,6 hrs,Good,nan,3.87,Medium,4.0,5.0,10.0,Desktop,Low,Tired,3.0,6.59,1.0
E002,28,Female,Admin,no,6.0,6 hrs,Poor,Low,6.09,Medium,2.0,2.0,150.0,Laptop,Low,Tired,,7.71,5.0
E002,43,male,nan,no,8.0,7,Poor,High,4.86,nan,,,100.0,nan,Medium,Tired,5.0,4.55,5.0
E004,53,nan,IT,no,,6 hrs,Poor,Medium,8.57,High,0.0,2.0,20.0,Laptop,Low,nan,0.0,6.6,2.0
E002,40,nan,Admin,no,,nan,Fair,High,4.87,Low,3.0,3.0,10.0,Mobile,Low,Happy,4.0,4.89,0.0
E006,22,F,Admin,nan,10.0,6 hrs,nan,Medium,5.39,High,4.0,2.0,10.0,nan,High,Calm,3.0,9.99,2.0
E001,26,F,hr,yes,4.0,7,Fair,Low,5.03,nan,,6.0,20.0,Laptop,Medium,Tired,5.0,3.35,1.0
E004,33,FEMALE,Sales,nan,6.0,6 hrs,Fair,High,2.87,nan,,4.0,10.0,Laptop,High,nan,4.0,8.31,0.0
E001,33,male,IT,yes,4.0,6 hrs,Fair,High,4.96,High,1.0,5.0,100.0,Laptop,Low,Tired,,2.66,1.0
E002,42,Female,Sales,nan,8.0,nan,Fair,High,2.86,nan,4.0,1.0,,Laptop,Low,Stressed,4.0,9.59,4.0
E001,40,FEMALE,IT,No,8.0,nan,Good,High,4.86,High,,6.0,20.0,Laptop,Medium,Calm,,3.72,4.0
E002,30,FEMALE,HR,Yes,,nan,Good,High,1.48,High,0.0,4.0,20.0,Mobile,Low,Happy,0.0,6.38,5.0
E002,53,Male,Admin,no,,6 hrs,Poor,Low,4.86,Medium,3.0,4.0,100.0,Desktop,nan,Tired,3.0,2.74,3.0
E001,52,M,HR,Yes,6.0,nan,Fair,nan,5.3,nan,0.0,3.0,100.0,Mobile,High,Stressed,1.0,3.3,0.0
E002,53,FEMALE,IT,Yes,12.0,10.5 hrs,Fair,Low,5.44,nan,,6.0,20.0,Desktop,High,Stressed,,7.8,4.0
E006,53,FEMALE,IT,No,4.0,8,Poor,High,2.13,Medium,1.0,,100.0,Laptop,nan,Calm,2.0,8.06,3.0
E003,51,F,Sales,Yes,4.0,8,nan,Medium,5.96,Medium,2.0,2.0,,Mobile,Medium,nan,1.0,6.48,5.0
E001,53,Female,Admin,Yes,8.0,nan,Good,Medium,6.32,Medium,3.0,1.0,100.0,Desktop,Medium,nan,2.0,7.48,0.0
E003,23,FEMALE,nan,No,4.0,7,Fair,High,3.08,Low,3.0,1.0,,Desktop,Low,Tired,3.0,8.09,1.0
E001,32,nan,Admin,yes,6.0,nan,nan,nan,6.97,nan,0.0,,100.0,Laptop,Medium,Tired,5.0,4.63,2.0
E002,41,Female,it,nan,10.0,nan,nan,High,5.38,High,0.0,2.0,20.0,Laptop,nan,nan,0.0,3.2,2.0
E002,30,M,IT,Yes,,6 hrs,Fair,Low,4.88,High,0.0,,10.0,nan,Medium,Happy,3.0,5.97,1.0
E004,40,nan,hr,no,8.0,7,Fair,nan,6.14,High,,5.0,50.0,nan,Low,Happy,1.0,4.85,4.0
E006,28,F,hr,No,,nan,nan,nan,8.24,nan,3.0,2.0,20.0,Desktop,nan,Stressed,4.0,6.78,2.0
E004,26,nan,hr,Yes,,10.5 hrs,Good,Low,4.72,Low,0.0,5.0,50.0,nan,Low,Calm,2.0,7.1,1.0
E003,45,Male,HR,yes,,8,Good,nan,4.01,nan,4.0,1.0,100.0,Mobile,High,Happy,2.0,4.64,3.0
E002,28,Male,nan,yes,10.0,10.5 hrs,Fair,High,9.16,nan,,6.0,100.0,Desktop,High,Tired,1.0,7.41,3.0
E004,32,M,Sales,no,4.0,10.5 hrs,Fair,High,4.65,nan,,3.0,10.0,Mobile,Medium,Happy,0.0,7.31,1.0
E002,30,M,nan,Yes,12.0,10.5 hrs,Poor,Medium,5.73,nan,4.0,4.0,100.0,nan,nan,Calm,3.0,7.45,0.0
E001,51,nan,HR,no,,7,Poor,Low,4.65,nan,4.0,6.0,50.0,Mobile,nan,Tired,1.0,5.18,4.0
E004,24,F,nan,yes,6.0,7,Good,nan,1.79,Low,,1.0,20.0,Desktop,nan,Calm,,7.56,4.0
E003,43,F,nan,yes,,7,Poor,nan,4.38,Medium,3.0,1.0,20.0,Mobile,Low,nan,3.0,7.04,1.0
E004,41,male,Admin,nan,,8,nan,nan,7.22,High,0.0,1.0,,Desktop,nan,Calm,,7.28,2.0
E002,53,FEMALE,hr,yes,4.0,6 hrs,nan,High,3.38,nan,1.0,4.0,10.0,nan,Medium,Calm,0.0,9.36,5.0
E005,28,FEMALE,IT,No,6.0,nan,nan,Low,7.64,nan,0.0,5.0,50.0,Desktop,High,Calm,4.0,6.66,4.0
E005,28,FEMALE,hr,nan,4.0,nan,nan,High,6.53,nan,3.0,3.0,100.0,nan,Medium,Tired,,4.79,4.0
E006,41,Female,nan,no,,6 hrs,Fair,nan,2.99,High,4.0,6.0,150.0,Laptop,High,Calm,3.0,3.78,3.0
E002,46,male,IT,yes,4.0,nan,nan,High,2.59,Low,3.0,6.0,10.0,nan,High,Calm,,8.26,3.0
E001,45,nan,Admin,No,4.0,10.5 hrs,Good,nan,2.54,High,0.0,3.0,10.0,Desktop,Medium,Stressed,0.0,6.71,3.0
E004,34,FEMALE,Sales,nan,8.0,8,Poor,nan,4.18,Low,3.0,3.0,150.0,Desktop,High,Tired,1.0,9.34,5.0
E005,25,Female,it,No,10.0,nan,Good,High,2.82,Medium,1.0,5.0,20.0,Laptop,High,Calm,5.0,1.94,4.0
E001,33,Female,IT,nan,12.0,8,Fair,nan,7.44,nan,3.0,6.0,,Laptop,Low,Happy,4.0,7.82,4.0
E002,38,Male,HR,nan,10.0,6 hrs,Poor,High,2.63,Low,2.0,2.0,20.0,nan,Medium,Calm,4.0,5.48,5.0
E001,22,Female,hr,nan,10.0,nan,Poor,Medium,3.22,High,3.0,2.0,20.0,Mobile,Medium,Happy,4.0,5.29,
E002,38,M,Admin,no,6.0,8,Poor,High,8.04,Low,0.0,3.0,150.0,Mobile,Medium,nan,2.0,4.47,4.0
E006,23,F,Admin,nan,8.0,10.5 hrs,nan,Medium,4.47,Low,2.0,1.0,100.0,Laptop,High,nan,5.0,7.8,2.0
E004,27,Female,hr,nan,8.0,10.5 hrs,Fair,Medium,5.84,Medium,4.0,1.0,100.0,nan,nan,Tired,0.0,7.23,2.0
E001,32,M,nan,No,4.0,6 hrs,Good,High,5.93,nan,0.0,4.0,,Laptop,nan,Tired,3.0,3.72,2.0
E004,39,M,nan,nan,10.0,7,nan,Low,2.09,nan,,2.0,,Laptop,High,nan,1.0,6.33,
E001,46,Male,nan,no,12.0,nan,Poor,Low,6.61,High,1.0,1.0,50.0,Desktop,nan,Tired,,7.41,0.0
E002,49,nan,Admin,No,6.0,10.5 hrs,Good,High,6.23,High,3.0,,50.0,Desktop,nan,Happy,,6.36,4.0
E002,37,Male,nan,nan,8.0,10.5 hrs,Good,High,6.31,Medium,3.0,3.0,20.0,Desktop,High,Happy,4.0,8.22,5.0
E001,33,Female,hr,No,4.0,6 hrs,Good,nan,3.64,Low,0.0,4.0,150.0,Laptop,Medium,Stressed,4.0,5.42,4.0
E006,50,Male,IT,no,12.0,10.5 hrs,Fair,nan,5.57,Low,3.0,2.0,,nan,Low,Tired,4.0,1.49,5.0
E002,44,Male,Sales,No,10.0,nan,nan,High,4.65,High,3.0,4.0,10.0,Mobile,Medium,Tired,0.0,6.37,
E003,42,nan,IT,no,12.0,6 hrs,Fair,Low,5.19,nan,4.0,1.0,100.0,Mobile,Medium,Stressed,1.0,6.36,1.0
E003,37,F,HR,yes,8.0,8,Poor,nan,3.45,Low,3.0,3.0,150.0,Desktop,Medium,Calm,0.0,6.62,1.0
E004,47,FEMALE,hr,nan,6.0,6 hrs,Poor,nan,4.62,Medium,3.0,,,nan,Low,Happy,1.0,8.21,0.0
E003,43,Female,IT,no,10.0,nan,Good,Low,6.95,High,4.0,3.0,50.0,Desktop,Medium,Calm,3.0,2.1,1.0
E003,31,nan,hr,nan,6.0,nan,Good,High,1.15,Low,,3.0,,nan,nan,Stressed,,5.52,2.0
E006,28,Female,Admin,no,,8,Good,Low,4.27,nan,3.0,1.0,100.0,nan,Low,Tired,2.0,4.15,0.0
E006,30,Female,HR,Yes,12.0,6 hrs,Fair,Medium,6.28,nan,,,,nan,nan,Calm,1.0,3.58,0.0
E005,46,Male,Admin,Yes,12.0,nan,nan,nan,2.82,Medium,4.0,,100.0,Laptop,Low,Tired,5.0,5.86,0.0
E005,36,F,it,Yes,4.0,nan,Fair,nan,5.8,Medium,1.0,5.0,150.0,nan,nan,Stressed,0.0,7.4,3.0
E006,34,Male,it,no,10.0,8,Poor,nan,5.94,High,3.0,6.0,,Laptop,Medium,nan,0.0,6.6,
E005,47,M,it,nan,12.0,7,Good,Low,4.69,High,0.0,6.0,,Mobile,Medium,Tired,0.0,4.62,1.0
E006,42,male,hr,Yes,8.0,6 hrs,Good,Low,5.6,nan,2.0,3.0,50.0,Mobile,Medium,Calm,2.0,5.71,4.0
E005,44,male,IT,nan,,nan,Fair,High,8.26,nan,1.0,6.0,150.0,Laptop,nan,Calm,1.0,7.86,3.0
E002,49,nan,hr,no,8.0,10.5 hrs,Poor,nan,3.66,Low,3.0,5.0,10.0,Mobile,nan,Stressed,1.0,7.37,5.0
E006,33,male,Admin,nan,6.0,8,nan,Medium,2.22,Low,0.0,3.0,100.0,Mobile,High,Calm,1.0,4.89,2.0
E004,45,nan,Sales,nan,,7,Good,High,4.15,Low,2.0,5.0,150.0,Desktop,nan,Happy,1.0,4.77,3.0
E004,34,FEMALE,Admin,Yes,,7,Good,Low,3.01,Medium,4.0,2.0,150.0,Laptop,Low,Tired,4.0,2.57,2.0
E006,23,Male,IT,No,8.0,8,Poor,Medium,5.77,Medium,3.0,6.0,10.0,Laptop,Medium,Happy,4.0,5.14,
E003,33,M,Admin,yes,12.0,7,Good,High,4.09,Low,,,150.0,Laptop,Low,Stressed,5.0,2.53,4.0
E004,35,M,Admin,no,8.0,nan,nan,Low,6.23,nan,,2.0,100.0,Desktop,High,Happy,0.0,10.13,4.0
E003,51,male,HR,no,10.0,7,Fair,Medium,5.58,High,4.0,3.0,20.0,Laptop,High,Happy,,4.29,1.0
E004,40,F,nan,no,6.0,6 hrs,Poor,High,3.63,Medium,1.0,,20.0,Mobile,nan,Tired,4.0,8.22,5.0
E001,52,FEMALE,it,yes,,10.5 hrs,Good,Medium,3.15,Medium,,4.0,50.0,nan,Medium,Tired,,9.64,3.0
E001,46,nan,IT,No,10.0,nan,Good,Low,2.21,Low,2.0,4.0,10.0,Desktop,Low,nan,,6.43,4.0
E006,25,FEMALE,IT,nan,12.0,8,nan,High,7.1,High,,1.0,50.0,Desktop,High,Happy,1.0,5.8,
E004,34,male,it,no,12.0,10.5 hrs,Fair,Low,6.05,Medium,2.0,2.0,20.0,Laptop,High,Tired,1.0,3.36,2.0
E002,24,nan,Admin,nan,8.0,nan,nan,nan,4.18,High,,2.0,10.0,nan,Low,Happy,4.0,4.99,4.0
E003,37,nan,HR,Yes,4.0,10.5 hrs,Fair,nan,6.21,Medium,4.0,4.0,150.0,nan,High,Happy,3.0,9.21,1.0
E004,47,male,hr,Yes,,7,nan,Medium,2.79,High,4.0,3.0,150.0,nan,Low,Stressed,5.0,6.7,2.0
E006,40,Male,hr,Yes,,8,Fair,nan,3.25,High,,,100.0,Mobile,Medium,Stressed,,6.06,0.0
E003,36,F,Admin,no,4.0,8,Good,Low,3.05,Medium,1.0,,,nan,nan,Happy,,8.62,5.0
E005,53,FEMALE,Admin,yes,12.0,6 hrs,Good,Medium,5.55,High,0.0,,20.0,Laptop,Low,Stressed,0.0,7.39,1.0
E006,42,M,nan,no,12.0,7,Good,High,3.79,nan,,1.0,150.0,Mobile,Medium,Tired,2.0,5.7,
E004,22,male,IT,Yes,,6 hrs,Poor,Low,2.09,Medium,3.0,2.0,10.0,nan,Low,Happy,5.0,6.43,
E002,27,Male,it,Yes,6.0,6 hrs,Fair,High,5.18,Medium,0.0,1.0,,Laptop,High,Stressed,0.0,4.46,
E005,48,M,Admin,no,,7,Poor,High,6.15,nan,,2.0,,Mobile,Medium,Tired,0.0,4.88,
E006,44,FEMALE,Admin,yes,12.0,nan,Fair,High,4.73,High,2.0,5.0,150.0,Mobile,Low,Happy,0.0,5.59,1.0
E004,52,male,Sales,yes,12.0,6 hrs,Good,High,7.28,nan,3.0,,50.0,nan,Medium,Happy,5.0,7.11,0.0
E001,33,nan,HR,nan,6.0,10.5 hrs,Poor,Low,6.61,Medium,1.0,5.0,50.0,Mobile,Low,Stressed,,3.51,5.0
E004,42,F,hr,No,10.0,nan,Poor,nan,7.24,nan,0.0,1.0,50.0,Desktop,Low,Tired,5.0,6.15,
E001,23,male,HR,Yes,10.0,7,nan,Low,6.57,High,0.0,,,Laptop,Medium,Happy,4.0,5.22,4.0
E001,26,F,HR,yes,6.0,8,Fair,nan,5.47,nan,3.0,,50.0,nan,Medium,Happy,,4.2,1.0
E006,30,Male,nan,Yes,6.0,nan,nan,High,2.51,Medium,1.0,4.0,50.0,Laptop,Medium,nan,0.0,5.23,0.0
E004,41,Male,HR,No,10.0,6 hrs,Poor,nan,4.31,High,,4.0,,Laptop,High,Happy,1.0,1.36,5.0
E004,39,FEMALE,it,Yes,10.0,10.5 hrs,Poor,High,3.98,Medium,1.0,2.0,100.0,Desktop,nan,nan,0.0,4.48,0.0
E001,43,F,nan,yes,10.0,7,Good,Medium,3.22,Medium,,6.0,50.0,Mobile,Low,nan,1.0,3.8,5.0
E003,29,male,Admin,nan,10.0,8,nan,High,3.85,Low,0.0,5.0,100.0,Desktop,Low,Tired,4.0,5.44,1.0
E005,30,Male,it,no,,10.5 hrs,nan,nan,2.07,Medium,,5.0,100.0,Desktop,Medium,Calm,4.0,1.44,3.0
E002,28,male,nan,no,,8,nan,Medium,6.77,Medium,0.0,1.0,150.0,Mobile,Low,nan,0.0,6.38,
E004,51,FEMALE,it,yes,8.0,7,Fair,Medium,2.88,High,4.0,,,nan,nan,Tired,5.0,7.82,1.0
E005,39,F,nan,yes,6.0,nan,Poor,High,6.63,High,3.0,6.0,10.0,Laptop,nan,Stressed,1.0,5.77,
E005,48,male,nan,No,4.0,6 hrs,nan,Low,7.65,High,1.0,1.0,50.0,nan,Low,nan,1.0,7.0,5.0
E003,37,M,IT,Yes,8.0,7,Good,nan,3.47,nan,2.0,4.0,10.0,nan,Low,Calm,1.0,4.97,3.0
E005,42,male,it,No,4.0,10.5 hrs,Poor,Medium,3.89,nan,3.0,4.0,20.0,Desktop,Medium,Stressed,1.0,2.89,4.0
E004,26,Female,IT,no,4.0,nan,Good,Low,6.0,High,,6.0,100.0,Mobile,nan,nan,2.0,6.0,0.0
E006,50,Female,Admin,Yes,12.0,8,Poor,High,4.13,nan,4.0,6.0,20.0,Mobile,Low,nan,4.0,7.36,2.0
E006,43,nan,nan,No,6.0,nan,Good,High,3.4,Low,3.0,4.0,100.0,Laptop,nan,Calm,1.0,3.35,1.0
E005,35,FEMALE,hr,no,,nan,nan,High,5.88,nan,0.0,3.0,50.0,Mobile,Low,Happy,2.0,5.07,2.0
E004,40,FEMALE,nan,Yes,8.0,10.5 hrs,nan,High,3.52,Low,3.0,,20.0,nan,High,Calm,2.0,5.51,4.0
E004,45,FEMALE,hr,nan,6.0,6 hrs,Good,nan,9.28,High,,5.0,,Mobile,nan,Tired,4.0,11.7,1.0
E001,27,M,hr,nan,10.0,nan,Fair,Medium,6.12,High,3.0,5.0,150.0,Mobile,High,Tired,3.0,6.45,2.0
E003,24,F,hr,No,6.0,nan,Good,nan,6.34,nan,3.0,1.0,20.0,nan,Medium,Calm,0.0,2.19,4.0
E002,23,M,hr,yes,4.0,6 hrs,Poor,Medium,4.82,High,,5.0,100.0,Laptop,nan,Calm,4.0,1.69,3.0
E001,36,nan,it,Yes,,6 hrs,Good,Low,8.73,High,2.0,1.0,,Laptop,Low,Calm,3.0,7.46,4.0
E002,36,male,Sales,No,10.0,8,Good,Low,3.51,Medium,4.0,6.0,100.0,nan,Low,Calm,5.0,10.97,1.0
E004,53,Male,it,yes,6.0,8,Poor,Medium,6.52,High,3.0,6.0,10.0,Mobile,High,Calm,0.0,5.44,5.0
E006,42,F,Admin,yes,6.0,6 hrs,nan,High,2.32,Medium,3.0,3.0,20.0,Mobile,nan,nan,0.0,5.32,5.0
E001,38,Female,Sales,Yes,,7,Poor,Low,9.59,High,2.0,,150.0,Laptop,nan,Stressed,0.0,6.86,
E005,53,Female,it,Yes,4.0,6 hrs,Good,nan,6.64,Low,1.0,6.0,50.0,Laptop,nan,Tired,2.0,4.4,
E005,44,nan,Admin,yes,10.0,8,Poor,Medium,3.12,Low,3.0,,10.0,Laptop,Medium,Tired,1.0,0.91,5.0
E002,54,Female,hr,no,4.0,10.5 hrs,Good,Low,6.05,High,,4.0,20.0,Desktop,nan,Stressed,0.0,8.07,1.0
E004,46,nan,HR,No,,10.5 hrs,nan,Medium,7.13,Low,,3.0,10.0,Laptop,Medium,Calm,,4.77,1.0
E006,42,male,nan,Yes,6.0,nan,Good,High,3.21,Low,3.0,4.0,20.0,Mobile,Low,Stressed,1.0,8.1,4.0
E002,40,male,Sales,yes,8.0,10.5 hrs,Good,Medium,4.08,Low,1.0,4.0,50.0,Laptop,High,Calm,0.0,4.48,1.0
E006,48,FEMALE,HR,no,8.0,8,nan,Low,3.01,nan,,1.0,50.0,Mobile,High,Tired,2.0,6.24,
E003,30,Male,hr,nan,12.0,10.5 hrs,Poor,Medium,5.96,Low,3.0,,150.0,Mobile,nan,Happy,5.0,7.71,4.0
E006,26,FEMALE,Sales,yes,8.0,7,Fair,Low,5.36,Medium,3.0,4.0,10.0,Mobile,High,Tired,0.0,8.14,5.0
E005,26,male,HR,no,,6 hrs,Fair,Low,5.06,nan,3.0,,150.0,Laptop,nan,Tired,4.0,6.47,
E001,46,M,it,nan,,6 hrs,Good,Low,3.39,Medium,4.0,3.0,20.0,Laptop,Low,Happy,,6.37,0.0
E001,47,FEMALE,Admin,no,,8,Good,nan,4.59,Medium,,2.0,50.0,nan,Low,Stressed,3.0,7.24,0.0
E001,40,F,hr,Yes,10.0,nan,nan,High,3.57,Medium,0.0,6.0,50.0,Laptop,Low,nan,0.0,6.93,
E006,51,male,it,yes,12.0,6 hrs,Poor,High,5.97,nan,4.0,1.0,100.0,Laptop,High,Calm,,3.42,
E005,37,male,it,nan,10.0,10.5 hrs,Fair,Medium,2.89,High,1.0,,100.0,Laptop,nan,Calm,3.0,3.46,0.0
E006,28,M,hr,no,8.0,7,Fair,Medium,3.4,Low,4.0,6.0,150.0,Desktop,Medium,Tired,3.0,1.78,2.0
E004,39,M,Sales,nan,8.0,nan,nan,Low,6.63,Low,4.0,4.0,10.0,Laptop,Low,Happy,,7.53,0.0
E005,42,M,nan,No,6.0,nan,nan,High,4.12,High,2.0,4.0,20.0,Desktop,Low,Tired,2.0,5.21,0.0
E005,52,Male,IT,yes,10.0,nan,Fair,Medium,8.52,High,1.0,5.0,150.0,Mobile,Medium,Tired,5.0,7.64,4.0
E006,22,F,IT,Yes,4.0,6 hrs,Poor,Medium,5.39,Medium,1.0,,50.0,Mobile,Medium,Stressed,3.0,6.81,4.0
E006,24,male,nan,nan,6.0,nan,Poor,High,1.37,nan,1.0,1.0,50.0,Mobile,High,Calm,2.0,4.0,5.0
E001,52,M,hr,no,10.0,8,Poor,Low,2.35,Medium,4.0,1.0,50.0,Mobile,Low,nan,5.0,5.76,
E005,46,Male,IT,nan,,10.5 hrs,Good,Medium,3.82,Low,1.0,3.0,20.0,Desktop,High,Happy,0.0,5.09,1.0
E001,29,Female,nan,no,12.0,7,Poor,Low,6.49,High,,2.0,150.0,Desktop,Low,nan,1.0,4.78,1.0
E004,22,F,HR,nan,10.0,10.5 hrs,Good,High,6.28,Low,2.0,3.0,20.0,Mobile,High,Happy,2.0,7.83,1.0
E003,28,nan,nan,Yes,12.0,8,Good,High,4.03,High,3.0,3.0,,Laptop,High,Calm,3.0,11.02,5.0
E001,28,nan,Sales,Yes,12.0,8,nan,Medium,7.46,nan,4.0,3.0,50.0,Mobile,Medium,Stressed,3.0,8.23,4.0
E006,29,Female,Admin,yes,8.0,10.5 hrs,Good,Medium,5.66,Medium,3.0,2.0,100.0,Mobile,nan,nan,0.0,5.95,4.0
E002,40,Female,nan,Yes,4.0,6 hrs,Good,High,4.36,Low,3.0,3.0,150.0,Desktop,nan,Happy,,8.52,0.0
E003,38,male,it,nan,10.0,8,nan,Low,7.35,nan,4.0,6.0,100.0,Mobile,nan,Tired,2.0,9.43,3.0
E004,32,Male,it,nan,4.0,nan,Poor,Low,3.39,Low,,1.0,150.0,Desktop,Low,Calm,0.0,3.22,4.0
E006,32,Male,Admin,Yes,12.0,7,Poor,nan,6.11,High,4.0,2.0,50.0,nan,Medium,Stressed,2.0,8.45,5.0
E003,23,Female,hr,No,8.0,7,Fair,High,6.31,Low,1.0,4.0,100.0,Desktop,Medium,Tired,1.0,7.54,3.0
E006,25,F,it,nan,4.0,8,Fair,Medium,6.24,nan,2.0,5.0,100.0,Mobile,Medium,Stressed,4.0,8.38,4.0
E001,49,FEMALE,HR,yes,6.0,nan,Good,High,4.69,nan,4.0,5.0,150.0,Laptop,Low,Happy,0.0,7.63,5.0
E006,54,Female,nan,No,12.0,10.5 hrs,Fair,Medium,6.74,Medium,3.0,,,Desktop,High,Tired,3.0,5.54,4.0
E004,32,male,Admin,Yes,6.0,7,nan,Low,8.68,Low,4.0,6.0,,Desktop,High,Stressed,0.0,10.07,2.0
E002,24,Female,HR,no,,nan,Fair,Medium,4.69,High,2.0,1.0,100.0,Desktop,nan,Calm,,6.68,3.0
E001,26,F,hr,nan,4.0,nan,Fair,nan,5.14,Low,0.0,5.0,100.0,Mobile,nan,nan,2.0,5.13,
E001,42,F,it,no,4.0,6 hrs,Good,Low,6.85,Medium,,6.0,50.0,Mobile,Low,nan,0.0,7.01,
E004,43,Female,Admin,yes,4.0,8,nan,nan,4.47,High,3.0,6.0,150.0,Desktop,Low,Tired,1.0,7.94,2.0
E004,32,Male,IT,No,,nan,Fair,High,4.41,High,0.0,5.0,150.0,Laptop,nan,Calm,2.0,6.19,0.0
E003,43,Female,nan,no,10.0,10.5 hrs,Poor,Medium,2.68,Medium,0.0,5.0,10.0,Mobile,High,Calm,,6.79,2.0
E002,34,M,IT,yes,12.0,7,nan,Low,1.55,High,2.0,6.0,150.0,Laptop,High,Stressed,,6.18,2.0
E006,24,M,Sales,no,12.0,6 hrs,nan,Medium,2.73,nan,,6.0,50.0,nan,Medium,Tired,5.0,4.68,5.0
E003,34,FEMALE,hr,no,12.0,10.5 hrs,Good,nan,6.73,nan,4.0,4.0,100.0,Laptop,nan,Calm,,4.36,
E006,49,male,Sales,yes,10.0,7,nan,Low,2.94,High,0.0,5.0,10.0,Mobile,nan,Stressed,3.0,3.19,0.0
E006,32,male,IT,nan,4.0,8,nan,nan,5.97,Low,1.0,3.0,100.0,Desktop,High,Calm,3.0,9.04,3.0
E006,32,nan,IT,no,4.0,10.5 hrs,nan,Low,7.97,High,4.0,6.0,150.0,nan,Medium,Tired,2.0,5.55,1.0
E003,42,Male,IT,yes,,7,nan,High,5.32,Low,,1.0,20.0,Laptop,nan,Calm,5.0,-0.86,4.0
E001,42,male,Sales,no,6.0,6 hrs,nan,High,3.24,Medium,3.0,1.0,100.0,Desktop,High,Calm,1.0,6.79,5.0
E004,28,FEMALE,Admin,nan,10.0,7,nan,Medium,4.74,nan,4.0,,,nan,High,Calm,,6.75,3.0
E001,38,M,hr,yes,8.0,nan,nan,nan,5.76,nan,2.0,6.0,150.0,Laptop,High,nan,0.0,2.27,0.0
E002,35,Male,nan,no,10.0,6 hrs,Poor,nan,5.77,Medium,2.0,1.0,,Desktop,Medium,Happy,4.0,4.34,2.0
E003,54,F,Admin,Yes,,10.5 hrs,nan,Low,5.23,Medium,3.0,4.0,50.0,nan,Medium,Tired,3.0,4.25,1.0
E002,32,M,nan,nan,6.0,8,Good,High,6.26,nan,3.0,,,Mobile,High,nan,1.0,4.52,2.0
E004,34,FEMALE,HR,no,6.0,6 hrs,Poor,Medium,7.0,Medium,3.0,4.0,150.0,Laptop,Medium,Happy,,8.43,4.0
E004,22,Male,HR,No,6.0,6 hrs,nan,High,4.04,High,2.0,6.0,10.0,Laptop,Medium,Calm,1.0,5.7,0.0
E005,30,Female,IT,yes,4.0,6 hrs,Fair,nan,7.81,High,,,,nan,Medium,Calm,1.0,5.15,1.0
E002,34,male,hr,no,8.0,7,Good,Medium,5.66,Low,,5.0,20.0,Laptop,Medium,nan,0.0,8.24,3.0
E001,51,FEMALE,hr,nan,6.0,nan,Poor,High,0.55,Low,4.0,3.0,20.0,Desktop,Low,Stressed,1.0,6.99,3.0
